,area,BL2observer,BL16observer,BL10observer,BL5observer,BL18observer,BL8observer,BL21observer
162,Median eminence,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Superior colliculus sensory related,4042.2675308108874,3348.573314718341,1283.7625060774405,6526.720519557155,1824.158864539659,2182.995749160371,1513.281086216703
164,Inferior colliculus,6590.1706361129345,2895.128655630479,1532.4881017137334,6574.301042000589,3604.5424032471915,3511.8982862670164,771.1764922701631
165,Nucleus of the brachium of the inferior colliculus,3347.897161539595,3671.2735919155784,1921.2364392926086,5307.17788675879,8883.340763857903,5497.399316391721,342.39857333927677
166,Nucleus sagulum,2794.7086556506856,246.07497596924276,439.41959994507636,2531.0568956836396,1652.217695793487,1634.640911795684,140.6142719824244
167,Parabigeminal nucleus,8113.687359760727,2872.1017202692838,2800.299177262552,5780.104712041934,5851.907255048666,3267.0157068063104,753.926701570687
168,Midbrain trigeminal nucleus,14058.951287620497,6672.044678870744,1548.8675147378513,13820.663977660826,11080.359913124628,10008.067018306116,2025.44213465719
169,Subcommissural organ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Substantia nigra reticular part,6056.944586182272,1516.0730686804798,1328.7070109194835,4968.262067557922,5379.732625778149,4108.582508419233,404.12286968058027
171,Ventral tegmental area,13104.510545314391,5367.666748786968,5573.324478625549,11767.735301363613,12401.161109266444,10587.259932090157,2463.7796034662024
172,Paranigral nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Midbrain reticular nucleus retrorubral area,16885.870984591278,10191.694959519456,4901.540872290415,14767.302167667798,19142.33481326717,16334.290937581614,2933.402977278663
174,Midbrain reticular nucleus,5178.494526424086,1608.8526684035996,1420.0439694587528,4472.451269067111,4746.621755274379,4021.0465635437986,418.48977907890395
175,Superior colliculus motor related,5721.276826171066,1999.8812189728628,1447.1721381633242,7680.912238288865,3389.032318920137,3943.753690072429,1247.2846307831758
176,Periaqueductal gray,2156.0580796597405,832.750729976751,693.991606224447,2046.109112957703,1158.2859058984698,1158.481893361397,559.3482191936097
177,Pretectal region,3952.9307610018905,1307.6100188129435,1958.3164262791001,4425.688885609956,2867.5347670515393,3471.3194879929256,1043.7861964661208
178,Intercollicular nucleus,,,,,,,
179,Cuneiform nucleus,1562.1922078811847,749.8522597829686,674.2092686645113,1868.0529980558167,1019.5359672487732,1341.8408859274175,292.70548737142195
180,Red nucleus,4895.116982529793,1574.023087844931,3897.1294524353416,3932.687202913766,5016.013334156437,3766.751034014451,421.9519723439725
181,Oculomotor nucleus,6787.253257644335,594.5039349761461,346.79396206941857,3121.145658624767,1733.9698103470928,1486.2598374403651,198.16797832538202
182,Medial accesory oculomotor nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Edinger-Westphal nucleus,2786.260131223361,2549.1316094171175,1244.9247394827783,1363.4890003859,0.0,88.92319567734131,1837.746043998387
184,Trochlear nucleus,7785.20547945199,1052.0547945205392,0.0,6101.917808219127,1262.4657534246471,2524.9315068492942,0.0
185,Paratrochlear nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Ventral tegmental nucleus,2785.447126827687,1740.9044542673046,2741.9245154710047,4569.874192451674,2741.9245154710047,2828.96973818437,304.6582794967783
187,Anterior tegmental nucleus,1275.2339740364412,502.3648988628405,618.2952601388806,1661.6685116232416,1623.0250578645616,850.1559826909609,115.93036127604012
188,Lateral terminal nucleus of the accessory optic tract,2368.2046596619452,1315.6692553677474,438.5564184559158,1754.225673823663,1929.6482412060295,1841.9369575148464,175.4225673823663
189,Dorsal terminal nucleus of the accessory optic tract,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Medial terminal nucleus of the accessory optic tract,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Substantia nigra lateral part,,,,,,,
192,Substantia nigra compact part,6318.914151734817,2643.2059196799237,1371.1630708339603,6558.45468820581,5608.552560820838,5112.9514508808525,792.961775903977
193,Pedunculopontine nucleus,2513.242951332359,1720.8904937694479,870.7623361759076,2655.618783550695,2115.003304692667,2135.6374832750344,503.4739574097665
194,Interfascicular nucleus raphe,611.0569272624607,1103.8447718289613,1517.7865612648216,640.6241979364507,19.71151378266002,502.6436014578305,689.9029823931007
195,Interpeduncular nucleus,1938.8163950403284,379.4466403162037,1289.0789972386096,1138.339920948611,421.0298337755137,457.4151280524099,982.4029454761985
196,Rostral linear nucleus raphe,489.5310206289218,341.1882871050061,1186.7418681913257,133.50846017152412,0.0,29.66854670478314,608.2052074480544
197,Central linear nucleus raphe,1840.4403910935832,1861.4739955632242,4217.237696163011,1850.9571933284037,662.55854079369,1114.7810368909704,1472.3523128748666
198,Dorsal nucleus raphe,2163.523492894799,576.1864132513564,768.2485510018084,1660.7726029009682,90.382182470801,525.3464356115308,344.5820706699288
