,area,BL4demonstrator,BL9demonstrator,BL17demonstrator,BL22demonstrator,BL6demonstrator,BL14demonstrator,BL3demonstrator
73,Medial septal complex,8757.086141631105,174.18601197048318,5492.254519033908,981.9158373911309,951.0864547414878,2976.5768948230357,4422.474941091295
74,Triangular nucleus of septum,641.1617008089092,0,1224.0359742715539,240.43563780334097,267.15070867037883,262.2934230581901,342.43863565930377
75,Bed nuclei of the stria terminalis,6046.107468426727,526.0502136211501,1536.510782,781.4413463554287,1492.094933094291,3253.460951788854,5107.822654685573
76,Bed nucleus of the anterior commissure,6208.721215090642,0,752.5722684958354,0,752.5722684958354,3010.2890739833415,3951.0044096031356
77,Ventral anterior-lateral complex of the thalamus,2519.779015827875,2944.963752068813,120.84197766847713,105.17727685960047,326.72090258514186,8105.3637613930405,2696.5663535280546
78,Ventral medial nucleus of the thalamus,2806.4590946340863,1268.6461774756342,168.22921230176115,120.7291994,395.83344071002625,2727.2924064920808,3439.792599770128
79,Ventral posterior complex of the thalamus,2451.484699000306,5253.660453136597,80.46448683808444,54.98406600602437,441.88414021914707,4517.410398568124,2339.504954817305
80,Posterior triangular thalamic nucleus,0,0,0,0,0,0,0
81,Subparafascicular nucleus,10054.739019869781,405.4997629412504,2879.875867419493,1042.713676134644,2648.1617171673497,3599.844834274366,9458.902633507127
82,Subparafascicular area,1244.667503136752,0,247.5951484734399,227.51986616478263,267.6704307820972,307.8209953994118,408.19740694269825
83,Peripeduncular nucleus,4337.801973,130.65668594760123,1175.910173528411,261.31337189520247,2508.6083701939433,2926.7097652262673,4285.539299
84,Medial geniculate complex,3699.181543085777,844.8587501777073,350.9413269968938,662.8891732,540.7096001137327,2591.766689,2752.9397428867446
85,Dorsal part of the lateral geniculate complex,3879.6615896277517,3480.2472489250913,661.4505005266986,501.17595616830624,821.7250448850909,4709.018755672766,3983.9672454800384
86,Lateral posterior nucleus of the thalamus,5037.146751333437,1819.7259885447822,1255.505046128154,906.0813525671858,609.6006428790917,4820.836845795695,4713.438221367865
87,Posterior complex of the thalamus,3910.362941004811,3905.9394535149863,112.06168307555265,138.60260801449934,116.4851705653771,1070.4839725375161,3136.2526302855326
88,Posterior limiting nucleus of the thalamus,2191.077629094196,280.70745426117816,116.96143927549089,15.594858570065451,335.2894592564072,803.1352163583707,2183.280199809163
89,Suprageniculate nucleus,567.0407561,425.28056704075726,0,28.352037802717152,28.352037802717152,689.8995865,812.758417
90,Ethmoid nucleus of the thalamus,0,0,0,0,0,0,0
91,Retroethmoid nucleus,,,,,,,
92,Anteroventral nucleus of thalamus,3656.518771331063,314.5392491467581,249.01023890785015,926.1433447098988,856.2457338,3647.781569965875,2442.047781569969
93,Anteromedial nucleus,3171.1879608167455,93.92799319767511,366.76644962901713,111.8190395210418,742.4784224197176,5702.771015573132,2567.365147
94,Anterodorsal nucleus,4403.891988896062,990.6065109497255,1356.7002215181024,2013.5154081260725,1496.6772285001286,3424.052940021877,3176.401312284446
95,Interanteromedial nucleus of the thalamus,2039.4537177541981,0,1320.7890743550997,738.0880121396145,3593.3232169954917,5652.200303490206,835.2048558421953
96,Interanterodorsal nucleus of the thalamus,1491.832710362895,0,1763.075021337967,632.8987256,2791.535450451781,4430.291079259507,1763.075021337967
97,Lateral dorsal nucleus of thalamus,4762.883955399228,3115.1047377639807,956.9514261709127,614.2716774,1020.7481879156402,3144.2689717044273,3975.449639007163
98,Intermediodorsal nucleus of the thalamus,1228.1288250701562,0,237.53932007529772,520.5648929309716,687.3478197923508,1036.0757577752347,232.48529198858924
99,Mediodorsal nucleus of thalamus,2802.2365785857774,46.11618764,370.28585960983406,355.36591654863196,675.4665131344226,1455.3726276972598,1757.840564
100,Submedial nucleus of the thalamus,2162.0137870800622,0,155.71290433263607,101.81228360210821,203.62456720421642,814.4982688168657,2072.1794191958493
101,Perireunensis nucleus,442.7322066308597,21.59669301,21.59669301,10.7983465,32.39503951,140.3785045414921,561.5140181659684
102,Paraventricular nucleus of the thalamus,2374.8235556954787,0,1327.7954363124968,1355.0922587917553,2187.6453444091358,4180.313385394998,768.2105754877001
103,Parataenial nucleus,6151.401158121646,8.115304957944124,4228.0738830888895,2231.708863434634,4666.300350817872,11759.076884061036,4739.338095439369
104,Nucleus of reuniens,1761.1220783753727,8.376323797266933,479.5445373935319,343.42927568794425,875.3258368143945,2058.4815731783488,714.0816037
105,Xiphoid thalamic nucleus,0,0,0,0,0,0,0
106,Rhomboid nucleus,1135.7694876443215,0,283.9423719110804,201.50748974334738,714.4356454536861,1474.668447667224,457.97156759851674
107,Central medial nucleus of the thalamus,1425.189726166516,0,294.25559022841003,382.8867921044372,716.1401111582992,1340.1037723655302,655.8708938826007
108,Paracentral nucleus,4354.358610914246,746.4614761567279,435.4358610914246,311.0256150653033,1617.3331983395772,3234.6663966791543,3942.2496709527195
109,Central lateral nucleus of the thalamus,2397.1907920405733,510.33944596176264,440.109247,168.5524775653528,252.82871634802922,781.8962153726088,2027.311744049938
110,Parafascicular nucleus,3461.843446739426,155.87357927727257,221.12298455613086,152.2486123,351.62179511384744,558.2449118,2932.5982705886863
111,Posterior intralaminar thalamic nucleus,0,0,0,0,0,0,0
112,Reticular nucleus of the thalamus,2819.455106662887,473.3748920948101,273.9947695845929,91.73932017,1004.2397581649589,3473.8622572332315,3009.0497016879403
113,Intergeniculate leaflet of the lateral geniculate complex,3427.946802696302,1865.5492803789398,1539.0781563126252,489.70668609947165,1725.6330843505193,6436.145017307342,3824.3760247768264
114,Intermediate geniculate nucleus,0,0,0,0,0,0,0
115,Ventral part of the lateral geniculate complex,3798.1847181264743,1841.8111510172464,1656.748786560968,537.5621062777609,1661.1550333337366,2388.185750840544,4551.6529162698935
116,Subgeniculate nucleus,3350.6993455665347,788.3998460156553,0,49.274990375978454,542.0248941,886.9498267676122,2660.8494803028366
117,Medial habenula,3479.2560801144546,0,4340.991332155187,3963.982159387366,1335.6896406631342,2730.6235799040687,1804.2581839602822
118,Lateral habenula,4218.987698375477,231.81251089975143,1318.7556175630305,448.1708544061861,417.26251961955256,1488.7514588895149,2725.084850354856
119,Pineal body,,,,,,,
120,Supraoptic nucleus,8225.254793574019,1293.4876489894627,1127.6558991190186,563.8279495595093,1260.3212990153738,2321.644498186215,5605.113145621005
121,Nucleus circularis,,,,,,,
122,Paraventricular hypothalamic nucleus,6033.614815678044,0,2562.832683012245,679.8439228933006,1538.5941412848383,4423.458156,1408.8870770486164
123,Arcuate hypothalamic nucleus,194.79870958537973,3.043729837271558,194.79870958537973,143.05530235176326,639.1832658270273,690.9266730606438,149.14276202630637
124,Anterodorsal preoptic nucleus,2002.3174971031124,17.113824761565063,753.0082895088627,205.36589713878075,393.61796951599644,1386.219806,1694.2686513949411
125,Anterior hypothalamic area,,,,,,,
126,Anteroventral preoptic nucleus,2645.4292275369953,938.0954707577997,1313.3336590609197,675.4287389456158,675.4287389456158,1613.5242097034154,2026.2862168368474
127,Anteroventral periventricular nucleus,578.5846609855676,9.484994442386354,184.95739162653388,113.81993330863624,132.78992219340893,597.5546498703402,488.4772137828972
128,Dorsomedial nucleus of the hypothalamus,6605.963885,275.04743713793715,4622.727101370943,1447.6180901996693,2644.315711431396,7918.4709533921905,5616.7581899747165
129,Median preoptic nucleus,11498.594050613694,18.943318040549745,5171.525825,2197.424893,3201.420748852907,7918.306940949793,663.0161314192411
130,Medial preoptic area,8324.749017896096,586.6433871671746,2985.9838013482645,918.7642465686968,1669.916096803915,4904.214559386962,5211.503952665006
131,Vascular organ of the lamina terminalis,1189.2226695570205,0,1308.1449365127223,1783.8340043355306,594.6113347785102,7611.025085164931,0
132,Posterodorsal preoptic nucleus,1493.1071049841053,0,271.47401908801913,0,0,135.73700954400957,407.21102863202873
133,Parastrial nucleus,2203.730272596837,319.8963298930893,781.9688064053294,106.6321099643631,1101.8651362984185,1190.725227935388,1688.3417411024157
134,Suprachiasmatic preoptic nucleus,,,,,,,
135,Periventricular hypothalamic nucleus posterior part,721.5997730818385,6.807545029073948,878.1733087505393,789.6752234,558.2186923840637,1831.229612820892,108.92072046518317
136,Periventricular hypothalamic nucleus preoptic part,1693.1526148950832,0,811.5110166065192,315.5876175692019,450.83945367028844,1618.0127059500353,175.32645420511219
137,Subparaventricular zone,7312.593963224274,0,3375.0433676419725,1006.5918815774304,2176.014802821798,8630.045102347676,1361.8596044871117
138,Suprachiasmatic nucleus,3887.1086679627665,0,1209.8947509552982,154.45464905812318,772.2732452906159,3114.835422672151,231.68197358718476
139,Subfornical organ,637.6972045391533,0,247.99335732078185,35.42762247439741,673.1248270135508,283.4209797951793,0
140,Ventromedial preoptic nucleus,0,0,0,0,0,0,0
141,Ventrolateral preoptic nucleus,1406.5014062397806,1532.081888939761,2360.913074759632,301.3931585,226.04486885996474,351.62535155994516,1180.456537379816
142,Anterior hypothalamic nucleus,5495.278033938912,359.2867576281791,2507.252912944847,827.1349815900526,1804.1881785933022,3559.2652176546953,2672.6799092628576
143,Lateral mammillary nucleus,1559.1902093103026,0,21.96042548,21.96042548,65.88127645,878.4170193,1888.5965915589582
144,Medial mammillary nucleus,1524.5554861918897,3.449220556995226,294.90835762309183,184.5332997992446,520.8323041062791,1362.4421200131142,612.2366488666526
145,Supramammillary nucleus,3971.725061179933,6.548598616949602,1306.4454240814455,605.7453720678382,1696.0870417899469,3280.847907,1761.5730279594427
146,Tuberomammillary nucleus,788.7427572886953,82.40595971672936,459.11891842177783,341.3961188264502,317.8515589073847,1189.0002759128092,588.6139979766383
147,Medial preoptic nucleus,2210.682143948104,45.115962121389884,595.5307000023464,279.7189651526173,428.6016401532039,1700.8717719763986,1218.1309772775269
148,Dorsal premammillary nucleus,2271.957564011003,13.057227379373579,914.0059165561506,169.74395593185653,626.7469142099318,1945.5268795266634,2324.186473528497
149,Ventral premammillary nucleus,793.3884297520625,127.67170133941237,182.3881447705891,45.59703619264727,136.79110857794183,592.7614705044145,674.8361356511796
150,Paraventricular hypothalamic nucleus descending division,1333.7501302490414,80.02500781494248,853.6000833593865,233.40627279358225,793.5813274981797,973.6375950818002,646.8688131707851
151,Ventromedial hypothalamic nucleus,1371.2601119553512,154.98271535613307,303.2270517837386,168.45947321318812,198.78217839156196,859.1433133872594,1081.5098180286677
152,Posterior hypothalamic nucleus,4799.374747410653,33.346804765547034,2586.942508158014,1296.6776776141558,2425.3387619865166,4624.945307098561,2843.456390969914
153,Lateral hypothalamic area,9329.732512695704,1340.7783576326326,3152.446701457959,1325.5013924317245,3403.1686597552143,4905.7031195151085,8413.114600641224
154,Lateral preoptic area,12231.650935114663,693.4479270301226,4590.882109504979,908.5452007,1948.717091237428,4205.6332611549105,9945.841101570926
155,Preparasubthalamic nucleus,3154.929577464789,450.7042253521127,1014.0845070422536,338.02816901408454,2253.5211267605637,2140.8450704225356,3718.309859
156,Parasubthalamic nucleus,2117.1517358906713,153.97467170113973,641.5611320880822,436.2615698198959,449.09279246165755,2335.2825208006193,2668.894309486422
157,Perifornical nucleus,0,0,0,0,0,0,0
158,Retrochiasmatic area,2446.408542330306,149.31131948494826,666.1581946251537,367.5355556552572,625.9589932253599,735.0711113105144,660.4154515680403
159,Subthalamic nucleus,3457.706745273287,813.5780577113617,380.25930958248426,229.9242337,1202.6806070515781,2706.0313658660507,3599.1985813970023
160,Tuberal nucleus,1594.173593278875,367.6219277604302,481.0006531444881,161.47879069850674,484.4363720955202,666.5294765002193,1583.8664364257788
161,Zona incerta,3192.2536936405377,591.7200287641681,617.0072094805855,139.58523755462429,1108.5900026077406,1545.552485387434,3611.0094063044107
162,Median eminence,0,0,0,0,0,0,0
163,Superior colliculus sensory related,3234.670437,509.56550441366056,1998.8670374814853,1109.910745748074,1960.3284699207882,2719.1100445602897,2892.105392277196
164,Inferior colliculus,6123.947695569182,1006.2180483124597,1634.1392856225368,665.6651368,1560.3671183975825,2503.9646061586272,6857.380288328903
165,Nucleus of the brachium of the inferior colliculus,5383.266458611963,1483.727151136866,2244.612869668592,970.1292911279508,760.8857185317261,6924.060038638708,4793.580026749874
166,Nucleus sagulum,2900.169359637504,175.76783997803054,228.4981919714397,175.76783997803054,281.2285439648488,1915.869455760533,913.9927678857588
167,Parabigeminal nucleus,11632.01197,825.7292445774191,897.5317875841512,861.6305160807851,1543.7546746447401,8652.206432311217,8221.391174270826
168,Midbrain trigeminal nucleus,15488.675147378513,1906.2984796773555,5242.320819112728,1787.1548246975208,9888.923363326281,2621.160409556364,11080.359913124628
169,Subcommissural organ,0,0,0,0,0,0,0
170,Substantia nigra reticular part,5805.898561,162.87376262883993,691.9073374834177,498.41820593938235,1097.2548219206058,2336.5649556077187,5491.172569
171,Ventral tegmental area,11586.756499105662,271.46820338692714,3413.918315320447,2615.9663235467524,4228.322925481229,8004.198845317579,9752.289548945519
172,Paranigral nucleus,0,0,0,0,0,0,0
173,Midbrain reticular nucleus retrorubral area,12924.523374249151,977.8009924,5102.115434839384,2657.612953773831,5365.3695481849045,11846.435100548446,11407.678244972578
174,Midbrain reticular nucleus,4865.260171469608,251.74493192646253,1108.2564244578753,445.9791681973108,1750.2783413680347,2506.959947101023,3804.0250705037447
175,Superior colliculus motor related,4497.133534329552,747.5658623328042,1579.9833007850339,659.0250872516646,1446.501375,4150.013450204629,4598.083433191003
176,Periaqueductal gray,2484.9250424512184,65.06783769175837,816.6797580167383,484.8729832813561,701.0471548898183,1782.7019627838379,1265.4910481195295
177,Pretectal region,3388.985207864555,910.1036556125293,1066.804382308461,710.0225017521873,635.6560551846266,3759.9321258622685,3200.413146925383
178,Intercollicular nucleus,,,,,,,
179,Cuneiform nucleus,2164.047311128041,667.6316172629063,388.0814326946943,276.2613588674095,1029.4024443511807,1588.5028134876047,1289.2196747145776
180,Red nucleus,3664.8188159763004,45.03981727267122,1427.0510525341092,753.8243101426026,2308.8832643990404,5682.1285264522585,3925.5756528180814
181,Oculomotor nucleus,7976.2611275966265,0,2031.2217778351658,1535.8018320217107,544.9619403948005,2477.0997290672753,2378.0157399045843
182,Medial accesory oculomotor nucleus,0,0,0,0,0,0,0
183,Edinger-Westphal nucleus,3319.799305287409,0,503.89810883826743,0,385.3338479351457,2786.260131223361,681.7445002
184,Trochlear nucleus,4839.452055,0,1472.8767123287548,0,2314.520547945186,3787.3972602739414,1893.6986301369707
185,Paratrochlear nucleus,0,0,0,0,0,0,0
186,Ventral tegmental nucleus,2219.6531791908133,0,2654.879292757639,304.6582794967783,2350.221013260861,2959.5375722544177,2350.221013260861
187,Anterior tegmental nucleus,1275.2339740364412,0,618.2952601388806,231.86072255208023,656.9387138975607,1082.016705243041,541.0083526215205
188,Lateral terminal nucleus of the accessory optic tract,1052.5354042941979,87.71128369118316,87.71128369118316,87.71128369118316,964.8241206030148,1754.225673823663,2719.049794426678
189,Dorsal terminal nucleus of the accessory optic tract,0,0,0,0,0,0,0
190,Medial terminal nucleus of the accessory optic tract,0,0,0,0,0,0,0
191,Substantia nigra lateral part,,,,,,,
192,Substantia nigra compact part,6550.194669706811,256.0605734689926,1387.683108,859.0419238959752,1602.4435888059536,3510.5078620748986,5220.331691367849
193,Pedunculopontine nucleus,1786.9198652330238,303.32242516080197,1415.5046507504092,412.6835716473496,1467.0900972063278,1844.6955652636527,1514.548707945773
194,Interfascicular nucleus raphe,1990.8628920486622,0,640.6241979364507,315.3842205225603,443.5090601098505,2877.881012268363,157.69211026128016
195,Interpeduncular nucleus,3778.8727056147954,0,914.8302561048198,496.39937192051303,875.8460122367167,3082.354215171353,486.00357355568553
196,Rostral linear nucleus raphe,1335.0846017152412,0,59.33709340956628,0,192.8455535810904,1320.2503283628498,29.66854670478314
197,Central linear nucleus raphe,2913.1542190452715,0,3018.3222413934764,757.2097609070743,1072.7138279516885,7992.769698463561,462.73929833210093
198,Dorsal nucleus raphe,1982.7591279531969,0,1124.1283944805873,112.97772808850124,158.16881932390174,1576.0393068345923,468.85757156728016
