,area,BL13noshock,BL1noshock,BL20noshock,BL19noshock,BL15noshock,BL11noshock,BL7noshock
51,Endopiriform nucleus,1229.9135653563021,567.4613825015953,294.2852246233656,867.9551561676479,271.3135931654235,639.4805513967649,1049.865643118378
52,Lateral amygdalar nucleus,468.8819690312685,149.46892462568823,378.7911103527715,585.5905814102306,567.1629057714471,526.2125154630394,814.9127671373138
53,Basolateral amygdalar nucleus,1810.3555896129508,217.28164503965988,434.56329007931976,676.203863935085,174.40993032331443,347.8455034939846,1019.1775816658485
54,Basomedial amygdalar nucleus,645.5286606873912,307.2169155872555,298.5103633236491,462.69106315165607,92.04069535812513,217.6638065901608,388.0634723207438
55,Posterior amygdalar nucleus,403.3593920178144,219.33828690369631,189.59750223878834,237.92627731926382,11.152794249340491,157.9979185323236,273.24345910884205
56,Caudoputamen,1716.540890354252,1638.9849817537595,949.4247886189379,1503.5236500652309,571.7319967350368,1255.9125892732925,3037.830570210811
57,Nucleus accumbens,891.3499093377114,1228.943304951608,458.5930692969385,1505.3909579925794,225.20579834957638,598.5393111011686,956.8016901199975
58,Fundus of striatum,2015.1325390992936,1824.3507602496563,767.1017357912499,1339.4470723401616,310.0203906306606,886.3403475722731,969.8073758189895
59,Olfactory tubercle,1221.7034962132996,566.095299573876,367.39634125255026,741.6782899716811,90.00472617030348,190.33786354047785,146.5650732172155
60,Lateral strip of striatum,,,,,,,
61,Lateral septal nucleus,933.7243552474791,613.0264261003925,443.4265597245294,1385.785089987507,256.5583433176693,342.28336668583285,1161.2965395845465
62,Septofimbrial nucleus,715.7799545070704,409.27022151270614,115.16261644296927,301.19453531238116,51.3802442591709,118.7060815642914,336.62918652560245
63,Septohippocampal nucleus,644.2953020134328,515.4362416107463,300.67114093960197,0.0,0.0,0.0,171.8120805369154
64,Anterior amygdalar area,6135.91191957873,2510.981330780271,533.0780277644792,1536.7352800382919,220.58401148875004,838.2192436572501,702.1924365725209
65,Bed nucleus of the accessory olfactory tract,3709.526982011954,3005.996002664859,319.78680879413395,4029.3137908060876,1087.2751499000553,959.3604263824018,1023.3177881412286
66,Central amygdalar nucleus,2230.6128376415954,429.1812042044589,326.1212439843092,834.3621437001158,252.70866958091494,511.0644602697833,1325.6616800920622
67,Intercalated amygdalar nucleus,1662.2196991200774,445.07521998297153,363.32671019018085,908.3167754754521,326.99403917116274,435.992052228217,1126.3128015895606
68,Medial amygdalar nucleus,1021.9199804538299,508.66044031590275,479.2262014549463,1072.5100784960987,300.78112836039816,361.48924601112077,760.6911105628419
69,Globus pallidus external segment,1912.303713056379,2773.722985645468,263.6037118305408,2473.638402981236,667.2468955710565,1555.7326207141741,3686.9215587726985
70,Globus pallidus internal segment,2091.1166297315117,3549.339064779457,363.48653073042635,3579.2732496631393,1971.3798901967828,607.236321926124,2304.932236043527
71,Substantia innominata,2959.0097752553565,2209.474237067581,471.9966762563987,1667.0392813188366,340.15066592457305,776.0251475695127,940.9831696285091
72,Magnocellular nucleus,9108.8688263409,3840.679766330305,917.6845459373295,1582.8844548971927,111.67589712464857,1053.637812002119,543.8130642591582
73,Medial septal complex,1549.176478144563,5422.888408072211,801.5639488907191,659.7487887023611,47.78554310694671,123.31753059857216,299.04501170153753
74,Triangular nucleus of septum,352.1532068836812,599.8747731053052,344.86727846539816,344.86727846539816,14.571856836566118,41.286927703604,140.86128275347247
75,Bed nuclei of the stria terminalis,2172.212623527968,1390.7712771725392,1079.8603329742868,2369.3079542250744,344.22283107663645,907.7489174359687,1461.5590367891054
76,Bed nucleus of the anterior commissure,3010.2890739833415,1505.1445369916707,1128.858402743753,1693.2876041156296,752.5722684958354,0.0,564.4292013718765
77,Ventral anterior-lateral complex of the thalamus,9036.294552320567,304.3427585724609,58.183174432970475,281.96461455978,4032.541551085107,6162.940861092334,299.86712976992476
78,Ventral medial nucleus of the thalamus,5023.126362610234,336.4584246035223,138.5417042485092,969.7919297395644,1104.3752995809732,1967.2922003288306,364.1667654532242
79,Ventral posterior complex of the thalamus,6144.134107478065,364.10180294233214,97.2279215960187,402.9929715807396,3437.174662766841,11080.630374994545,470.717248002794
80,Posterior triangular thalamic nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Subparafascicular nucleus,1050.9891815007918,2308.865997155283,1009.6116546700521,4725.3135640704895,686.8669453902813,1646.8255678634455,2706.0902547303854
82,Subparafascicular area,33.45880384776215,301.12923462985935,86.99289000418159,26.76704307820972,6.69176076955243,26.76704307820972,120.45169385194374
83,Peripeduncular nucleus,1019.1221503912896,2717.6590677101053,1045.2534875808099,3240.28581150051,1907.5876148349778,1698.536917318816,4442.327322218442
84,Medial geniculate complex,6511.911289831251,886.451796340302,551.1078616543814,1258.1896464184933,171.57131542070363,1211.3974694855742,662.889173216355
85,Dorsal part of the lateral geniculate complex,16678.72877481937,920.9426199640958,498.6319157816651,633.466056273646,615.657773567158,1963.9991784869667,1022.7042354297417
86,Lateral posterior nucleus of the thalamus,8283.307991081652,1021.0432604054265,1122.391258104928,1432.4858779317613,331.2718133759828,1335.675850278506,2108.6434148224657
87,Posterior complex of the thalamus,6462.7152226335165,160.72004546362157,148.92407882408972,414.3333282135565,569.1553903574121,2506.64291090052,321.44009092724315
88,Posterior limiting nucleus of the thalamus,1528.2961398664143,296.30231283124357,85.77172213535998,1154.0195341848435,132.55629784555634,335.2894592564072,374.27660568157086
89,Suprageniculate nucleus,2939.1612522150112,85.05611340815145,28.352037802717152,56.704075605434305,0.0,28.352037802717152,0.0
90,Ethmoid nucleus of the thalamus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Retroethmoid nucleus,,,,,,,
92,Anteroventral nucleus of thalamus,14477.54266211606,1598.9078498293536,502.38907849829417,393.1740614334476,253.37883959044402,1127.0989761092164,279.5904436860072
93,Anteromedial nucleus,1757.7953012707771,505.42205863510895,254.94741010797532,594.8772902519424,214.69255588040025,845.351938779076,518.840343377634
94,Anterodorsal nucleus,26649.468636962723,1927.3757115217484,1765.863780388641,1905.8407873706674,32.302386226621486,1625.8867734066146,2207.329725485801
95,Interanteromedial nucleus of the thalamus,155.38694992412937,1476.176024279229,135.9635811836132,0.0,58.27010622154852,0.0,77.69347496206468
96,Interanterodorsal nucleus of the thalamus,915.4427995408674,870.2357477116888,508.5793330782597,2090.826147099512,67.81057774376796,169.5264443594199,440.76875533449174
97,Lateral dorsal nucleus of thalamus,8031.100921350555,816.5985503325121,812.9530210899563,1447.2751092946755,195.03581447673838,1051.735186477365,1234.011648605158
98,Intermediodorsal nucleus of the thalamus,80.8644493873354,252.7014043354231,136.4587583411285,0.0,25.27014043354231,0.0,10.108056173416925
99,Mediodorsal nucleus of thalamus,2282.751288363922,478.7945364185766,242.78816435956153,514.059856381418,166.8320905934417,352.6531996284134,223.79914591803157
100,Submedial nucleus of the thalamus,1904.4885991453182,197.63560934526888,89.83436788421312,305.4368508063246,245.5472722168492,113.79019932000328,143.73498861474098
101,Perireunensis nucleus,410.3371671212846,32.3950395095751,10.7983465031917,43.1933860127668,10.7983465031917,32.3950395095751,10.7983465031917
102,Paraventricular nucleus of the thalamus,912.4937800209229,2407.9696972774354,735.0644339057435,155.9818427386193,81.89046743777513,70.1918292323787,308.06413940877314
103,Parataenial nucleus,2791.664905532779,2726.742465869226,2442.7067923411814,1192.9498288177863,267.8050636121561,527.4948222663681,949.4906800794627
104,Nucleus of reuniens,730.8342513115399,364.37008518111156,108.89220936447012,64.91650942881873,58.63426658086853,23.034890442484066,41.881618986334665
105,Xiphoid thalamic nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Rhomboid nucleus,283.9423719110804,403.01497948669476,36.63772540788134,0.0,9.159431351970335,0.0,45.797156759851674
107,Central medial nucleus of the thalamus,88.63120187602712,545.9682035563271,145.35517107668448,28.36198460032868,46.088224975534104,3.545248075041085,38.99772882545194
108,Paracentral nucleus,1321.858864027539,443.21150146805724,233.2692112989775,1127.4678546117245,1609.5575579629447,2076.0959805608995,171.06408828591682
109,Central lateral nucleus of the thalamus,1825.9851736246553,280.9207959422547,430.7452204447905,393.28911431915657,84.2762387826764,552.4775653531009,383.92508778774805
110,Parafascicular nucleus,1362.9875769361508,376.99656383340346,134.12377751765314,808.3676320658554,123.24887663784344,808.3676320658554,507.49537439112004
111,Posterior intralaminar thalamic nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Reticular nucleus of the thalamus,3175.4036689357285,1037.2659134273874,187.14821315376213,941.8570204470382,604.256322208879,1537.5510061063987,730.244988580366
113,Intergeniculate leaflet of the lateral geniculate complex,4407.360174895245,1072.6908362178904,769.5390781563126,3521.2242667152486,886.1359081799964,1165.9683002368374,349.7904900710512
114,Intermediate geniculate nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Ventral part of the lateral geniculate complex,2727.466752343721,894.468094872012,1022.2492512822994,3582.2786262608165,1167.655394783661,2670.1855442977303,1546.5926172417546
116,Subgeniculate nucleus,788.3998460156553,936.2248171435906,443.4749133838061,886.9498267676122,1133.3247786475044,1527.5247016553321,344.9249326318492
117,Medial habenula,1696.5412774551908,3059.160144744598,2935.2857022637427,1707.3129681056998,32.31507195152744,48.472607927291165,678.6165109820763
118,Lateral habenula,2328.4278872597256,875.7361522879498,808.7680935835773,1071.4889392699622,72.11944783547823,113.33056088432292,1406.3292327918255
119,Pineal body,,,,,,,
120,Supraoptic nucleus,1658.3174987044392,6467.438244947313,994.9904992226635,2255.311798238037,132.66539989635515,397.9961996890654,630.1606495076869
121,Nucleus circularis,,,,,,,
122,Paraventricular hypothalamic nucleus,1256.816725875115,2866.9733853592484,1171.8362355134525,125.23440684876591,147.59769378604554,228.1055267602522,854.2775610040817
123,Arcuate hypothalamic nucleus,636.1395359897557,136.96784267722012,70.00578625724584,0.0,24.349838698172466,51.743407233616495,264.80449584262556
124,Anterodorsal preoptic nucleus,462.0732685622567,633.2115161779074,290.9350209466061,119.79677333095543,17.113824761565063,34.227649523130125,513.4147428469519
125,Anterior hypothalamic area,,,,,,,
126,Anteroventral preoptic nucleus,1050.6669272487356,2889.334049934023,375.2381883031199,1106.9526554942036,0.0,487.8096447940558,262.6667318121839
127,Anteroventral periventricular nucleus,147.01741385698847,626.0096331974993,56.90996665431812,9.484994442386354,4.742497221193177,151.75991107818166,42.68247499073859
128,Dorsomedial nucleus of the hypothalamus,2123.1731989595146,2441.649178803442,1341.4594302516934,1925.3320599655601,255.74586260194155,1201.5230148657254,998.8564822377717
129,Median preoptic nucleus,1117.655764392435,7785.703714665945,2386.858073109268,0.0,94.71659020274872,18.943318040549745,909.2792659463877
130,Medial preoptic area,3662.6412532130475,4246.180707114788,928.076046365001,1399.8739027110887,136.5730636791306,605.2669867597833,654.9299190067399
131,Vascular organ of the lamina terminalis,713.5336017342122,2140.600805202637,594.6113347785102,0.0,0.0,0.0,1189.2226695570205
132,Posterodorsal preoptic nucleus,950.159066808067,0.0,271.47401908801913,135.73700954400957,0.0,0.0,0.0
133,Parastrial nucleus,941.9169713518739,462.0724765122401,319.8963298930893,550.9325681492093,53.31605498218155,159.94816494654464,195.49220160133234
134,Suprachiasmatic preoptic nucleus,,,,,,,
135,Periventricular hypothalamic nucleus posterior part,408.45270174443687,367.6074315699932,224.6489859594403,6.807545029073948,20.422635087221845,279.10934619203186,285.9168912211058
136,Periventricular hypothalamic nucleus preoptic part,290.5409812541859,1537.8634697419839,320.5969448322051,0.0,5.009327263003205,25.046636315016023,160.29847241610256
137,Subparaventricular zone,3730.3110905516537,4692.494506765374,577.3100497282321,44.408465363710164,162.83103966693727,281.2536139701644,532.901584364522
138,Suprachiasmatic nucleus,5174.230743447127,1904.9406717168526,592.0761547228055,0.0,25.742441509687197,128.71220754843597,1003.9552188778007
139,Subfornical organ,177.13811237198703,318.84860226957665,4959.867146415637,0.0,0.0,70.85524494879482,0.0
140,Ventromedial preoptic nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Ventrolateral preoptic nucleus,477.20583425992555,1029.7599581398395,426.9736411799334,828.8311858198707,0.0,1607.4301785597493,50.232193079992165
142,Anterior hypothalamic nucleus,3114.680165050042,2530.516084302067,677.2167661768556,1015.8251492652834,118.90065360357006,480.7722080492181,305.0060244613319
143,Lateral mammillary nucleus,1712.9131876930087,1625.0714857600337,131.7625528994622,43.9208509664874,0.0,746.6544664302858,241.5646803156807
144,Medial mammillary nucleus,772.6254047669306,1688.393462649163,262.1407623316372,105.20122698835439,3.449220556995226,81.0566830893878,131.0703811658186
145,Supramammillary nucleus,1502.9033825899335,1899.0935989153845,563.1794810576657,261.94394467798406,72.03458478644562,242.29814882713526,569.7280796746153
146,Tuberomammillary nucleus,412.02979858364677,894.6932769244902,211.90103927158978,129.4950795548604,35.316839878598294,258.9901591097208,176.58419939299148
147,Medial preoptic nucleus,681.2510280329873,1809.1500810677344,419.57844772892594,230.0914068190884,9.023192424277976,302.2769462133122,157.9058674248646
148,Dorsal premammillary nucleus,953.1775986942713,757.3191880036676,391.7168213812074,391.7168213812074,0.0,378.6595940018338,52.228909517494316
149,Ventral premammillary nucleus,127.67170133941237,264.46280991735415,63.83585066970618,227.98518096323636,0.0,63.83585066970618,18.23881447705891
150,Paraventricular hypothalamic nucleus descending division,673.5438157757659,746.9000729394631,406.79378972595765,380.1187871209768,113.36876107116852,133.37501302490415,206.73127018860143
151,Ventromedial hypothalamic nucleus,717.6373558881813,619.9308614245323,128.02919964202297,168.45947321318812,23.584326249846335,181.93623107024317,80.86054714233029
152,Posterior hypothalamic nucleus,969.6224770289829,3355.2015871796552,1218.440943356526,648.9801235141076,126.97437199189062,529.701168006574,683.6094976937142
153,Lateral hypothalamic area,4148.145374552434,5739.645690482322,1490.8520746062584,4708.001216915122,716.2200744190403,1660.6959818398827,1776.62118836442
154,Lateral preoptic area,4439.992977234535,5576.477079867236,1399.7374823385808,4163.89796925032,166.94116761836284,931.0180501793313,712.710369447626
155,Preparasubthalamic nucleus,338.02816901408454,1802.8169014084508,788.7323943661972,3605.6338028169016,338.02816901408454,788.7323943661972,901.4084507042254
156,Parasubthalamic nucleus,615.8986868045589,1347.2783773849726,282.2868981187562,834.0294717145069,205.29956226818632,859.6919169980301,590.2362415210356
157,Perifornical nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Retrochiasmatic area,1274.8889586791736,1986.9890977612342,470.9049306832983,424.96298622639114,11.485486114226788,91.8838889138143,183.7677778276286
159,Subthalamic nucleus,1627.1561154227234,1149.6211685051849,176.86479515464384,1052.345531170131,380.25930958248426,3095.1339152062674,645.55650231445
160,Tuberal nucleus,446.6434636341676,1710.988037613965,419.1577120259111,1010.101371603425,72.15009797167322,298.90754873978904,357.31477090733404
161,Zona incerta,1565.782229960568,719.1674195749121,233.65354981969716,1529.3686897289267,442.01991892297684,1192.5434425862466,510.8010504716323
162,Median eminence,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Superior colliculus sensory related,2588.9353274663795,1138.172361959252,1013.9925331525615,1219.5315601429456,46.24628107283642,506.99626657628073,817.8740448992367
164,Inferior colliculus,3143.8952660402088,1582.2414237956793,711.5582873616244,1488.3105829685571,196.01093268490797,486.81052209490275,1416.6829554885144
165,Nucleus of the brachium of the inferior colliculus,3500.07430524594,3404.9635904294746,152.17714370634522,2510.922871154696,418.48714519244936,894.0407192747782,1978.3028681824878
166,Nucleus sagulum,632.7642239209099,2197.0979997253817,87.88391998901527,632.7642239209099,35.1535679956061,492.1499519384855,790.9552799011374
167,Parabigeminal nucleus,1795.0635751683023,8041.884816753995,897.5317875841512,3123.410620792846,323.1114435302944,1938.6686611817668,5097.980553477979
168,Midbrain trigeminal nucleus,4884.889854173223,3216.8786844555375,4289.17157927405,9769.779708346447,476.5746199193389,8935.774123487603,4408.315234253884
169,Subcommissural organ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Substantia nigra reticular part,4746.606796611906,3883.253393203394,570.6704765792437,1616.491478722321,619.6550668435564,1491.5807735483236,1776.9160118379452
171,Ventral tegmental area,5659.700725157753,9028.374339913713,3047.847556207773,4450.433273706896,892.5545474994423,2031.898370805182,3574.3313445945405
172,Paranigral nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Midbrain reticular nucleus retrorubral area,12560.981979629147,10417.341342387046,3159.049360146252,11833.899190389136,3058.762078871768,5528.336380255942,10279.44633063463
174,Midbrain reticular nucleus,2058.810563973311,1884.469964564468,692.660265286172,2458.4918136554106,301.2981728372748,1006.61802521745,1870.3635675168646
175,Superior colliculus motor related,4723.851579613076,1644.3765917531355,647.6221086427298,1068.1907902781431,108.99906023246359,519.170908430319,836.1066374139439
176,Periaqueductal gray,1113.6007643511177,915.2614518690109,353.95335804613137,643.6228282522123,39.589467511250575,148.75448436158013,288.68953289144605
177,Pretectal region,4651.444169832907,1304.9540742926733,1135.8589398354816,1362.499538898524,162.89793057656166,455.9371426463547,748.9763547161477
178,Intercollicular nucleus,,,,,,,
179,Cuneiform nucleus,973.4924074375383,1016.2471415479707,167.7301107409272,634.7433602548814,75.64299111845736,302.57196447382944,792.6069938934011
180,Red nucleus,8619.198715970135,1500.5370701895201,1310.8957343045886,2652.608185690479,1339.3419346873284,3088.783258225821,2624.161985307739
181,Oculomotor nucleus,743.1299187201826,1833.0537995097839,297.25196748807303,594.5039349761461,0.0,99.08398916269101,544.9619403948005
182,Medial accesory oculomotor nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Edinger-Westphal nucleus,385.3338479351457,2371.285218062435,0.0,0.0,59.282130451560874,0.0,118.56426090312175
184,Trochlear nucleus,210.41095890410784,1893.6986301369707,0.0,1683.2876712328627,0.0,420.8219178082157,631.2328767123236
185,Paratrochlear nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Ventral tegmental nucleus,6049.642978578883,2567.834070044274,1088.0652839170652,304.6582794967783,87.04522271336522,43.52261135668261,2698.401904114322
187,Anterior tegmental nucleus,1700.3119653819217,1623.0250578645616,541.0083526215205,270.5041763107603,0.0,77.28690751736008,888.7994364496409
188,Lateral terminal nucleus of the accessory optic tract,1052.5354042941979,964.8241206030148,438.5564184559158,2017.3595248972126,964.8241206030148,263.13385107354947,2105.0708085883957
189,Dorsal terminal nucleus of the accessory optic tract,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Medial terminal nucleus of the accessory optic tract,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Substantia nigra lateral part,,,,,,,
192,Substantia nigra compact part,3725.2683430488923,3741.7883800468917,1239.0027748499642,2626.685882681924,743.4016649099785,1528.1034223149559,2924.046548645915
193,Pedunculopontine nucleus,2775.297019328426,1526.9292150951935,519.9813002756605,1256.6214756661795,262.054067996067,951.2356326471408,1578.514661551112
194,Interfascicular nucleus raphe,1291.1041527642315,1892.305323135362,256.2496791745803,0.0,88.7018120219701,29.56727067399003,295.6727067399003
195,Interpeduncular nucleus,1556.7708051329178,3116.1405598570423,784.8827765444761,0.0,96.16113487465435,25.989495912068744,421.0298337755137
196,Rostral linear nucleus raphe,163.17700687630727,1186.7418681913257,0.0,0.0,0.0,0.0,44.50282005717471
197,Central linear nucleus raphe,2460.931722947991,4332.922520746036,1314.6002793525595,0.0,304.98726480979377,189.30244022676857,1188.3986525347136
198,Dorsal nucleus raphe,214.65768336815236,1050.6928712230615,33.89331842655037,0.0,11.297772808850125,0.0,203.35991055930225
