,area,BL2observer,BL16observer,BL10observer,BL5observer,BL18observer,BL8observer,BL21observer
67,Intercalated amygdalar nucleus,3079.19386886178,3042.86119784276,1471.47317627023,3215.4413851831,953.732614249225,1798.4672154414,753.902923644625
68,Medial amygdalar nucleus,2391.53190745271,1932.54174521467,1039.39655977752,2328.98414987318,766.210030349271,1742.13901258286,689.864973303666
69,"Globus pallidus, external segment",2145.31056547802,3245.62070191353,1463.94204248747,3358.59372126948,3056.15553403533,2368.90299961999,154.161099329468
70,"Globus pallidus, internal segment",2642.76089401651,5341.11384567415,1834.53790215709,3942.75978039357,3138.81310066039,3647.69424368298,359.210218604186
71,Substantia innominata,4066.75707667344,1375.05154154288,1449.10204049637,2748.89900993204,1816.34435237953,1870.52764429672,371.456567921171
72,Magnocellular nucleus,4996.28252788102,689.477277900004,2437.44784159016,3738.71481678171,640.922540019722,1490.63045292466,378.7269554662
73,Medial septal complex,6024.06136974025,1774.23097148696,1294.83407128501,2487.93117982619,1396.57103402883,1304.0828860799,1527.59591028981
74,Triangular nucleus of septum,845.167696520835,216.149209742397,43.7155705096984,799.023483205042,932.598837540232,99.5743550498685,432.298419484795
75,Bed nuclei of the stria terminalis,6262.63473313622,2154.16868480218,1375.50332901995,2174.98861410117,3156.3012817269,2369.30795422507,1150.64809259085
76,Bed nucleus of the anterior commissure,8654.58108770211,2445.85987261147,3010.28907398334,2257.71680548751,7713.86575208231,2257.71680548751,1505.14453699167
77,Ventral anterior-lateral complex of the thalamus,2929.29905125994,960.022378144013,2636.14536469382,3605.1190004429,1548.56756567752,1568.70789528893,82.7991328469195
78,Ventral medial nucleus of the thalamus,3204.27170254766,1391.35454409574,2078.12556372764,3433.85509815948,2675.83405919978,2363.12564103886,100.937527381057
79,Ventral posterior complex of the thalamus,2132.30890120924,734.908979787838,4555.63102981621,1964.00401623958,2021.67023180687,2031.72829266163,54.313528615707
80,Posterior triangular thalamic nucleus,0,0,0,0,0,0,0
81,Subparafascicular nucleus,11171.9322442998,2888.15137278564,1746.13163225722,7961.03616223434,10493.3408042756,8796.86220421529,645.489418559542
82,Subparafascicular area,709.326641572558,73.6093684650767,354.663320786279,374.738603094936,421.580928481803,93.684650773734,100.376411543286
83,Peripeduncular nucleus,4050.35726437564,3031.23511398435,679.414766927526,4729.77203130316,6010.20755358966,4677.50935692412,574.889418169445
84,Medial geniculate complex,2690.55017364285,678.486565527328,2511.18016206666,2069.25404658909,1484.3518349276,1138.60963870103,428.928288551759
85,Dorsal part of the lateral geniculate complex,2890.02987922434,427.398784955713,5116.06521753535,2037.77634969956,2129.36180361864,1989.43958235338,391.782219542737
86,Lateral posterior nucleus of the thalamus,4085.68569830379,459.847631352962,2008.80807380505,4235.43870982992,3858.78719599147,3306.6675070315,520.353898636247
87,Posterior complex of the thalamus,2590.68917320718,138.602608014499,1589.50650467692,1747.27755848066,1657.33331285423,802.125731488166,75.1992873270156
88,Posterior limiting nucleus of the thalamus,2409.40564907511,522.427762097193,693.971206367913,2253.45706337446,1777.81387698746,1770.01644770243,31.1897171401309
89,Suprageniculate nucleus,453.632604843474,47.2533963378619,670.998227997639,283.520378027172,274.069698759599,132.309509746013,9.45067926757238
90,Ethmoid nucleus of the thalamus,0,0,0,0,0,0,0
91,Retroethmoid nucleus,,,,,,,
92,Anteroventral nucleus of thalamus,4455.97269624574,1751.80887372014,1262.52559726963,3848.73720136519,1974.60750853243,1511.53583617748,1157.67918088737
93,Anteromedial nucleus,4365.41530290147,2008.26994979791,1230.00943473146,3153.29691449338,1990.37890347454,666.441475545409,398.075780694909
94,Anterodorsal nucleus,5319.126265317,2616.49328435634,2627.26074643188,5286.82387909038,2961.05207077364,3154.86638813337,1690.49154585986
95,Interanteromedial nucleus of the thalamus,2661.00151745072,2020.03034901368,2466.76783004555,874.051593323228,407.89074355084,135.963581183613,1845.22003034904
96,Interanterodorsal nucleus of the thalamus,5153.60390852637,1130.17629572947,926.744562498162,2181.24025075787,2508.99137651941,1017.15866615652,1311.00450304618
97,Lateral dorsal nucleus of thalamus,3904.36181877732,1244.94823633283,3188.0153226151,4522.27902539054,3421.32919413867,2641.18593623172,488.500918502485
98,Intermediodorsal nucleus of the thalamus,596.375314231599,434.646415456928,212.269179641755,96.0265336474608,176.890983034796,10.1080561734169,363.890022243009
99,Mediodorsal nucleus of thalamus,2823.93831394753,1171.89370953442,553.394251724587,1614.06656753005,1445.87811847649,619.855816269942,438.103782615298
100,Submedial nucleus of the thalamus,2275.80398640007,203.624567204216,1054.05658317477,874.387847406341,527.028291587384,83.8454100252656,161.701862191584
101,Perireunensis nucleus,518.320632153202,237.563623070217,151.176851044684,280.757009082984,151.176851044684,172.773544051067,43.1933860127668
102,Paraventricular nucleus of the thalamus,2127.20238034792,2361.17514445585,1070.42539579378,892.996049678596,1265.40269921705,477.694393387022,1875.6816589319
103,Parataenial nucleus,8934.95075869648,6849.31738450484,4252.41979796272,3578.84948645336,5299.29413753751,2799.78021049072,3270.46789805148
104,Nucleus of reuniens,1509.83236445736,908.831132003462,1047.04047465837,433.474756508564,337.147032839994,286.889090056392,802.033003588309
105,Xiphoid thalamic nucleus,0,0,0,0,0,0,0
106,Rhomboid nucleus,806.02995897339,494.609293006398,430.493273542606,155.710332983496,274.78294055911,27.478294055911,760.232802213538
107,Central medial nucleus of the thalamus,865.040530310025,556.60394778145,740.956847683587,141.809923001643,319.072326753698,49.6334730505752,811.861809184409
108,Paracentral nucleus,4782.01883162904,1034.16017009213,2114.97418244406,4082.21119773211,2254.93570922345,1080.81401235193,295.474334312038
109,Central lateral nucleus of the thalamus,2336.32461958642,323.058915333593,388.607101053452,2500.19508388607,1081.54506437768,744.440109246975,140.460397971127
110,Parafascicular nucleus,3711.96616697505,134.123777517653,695.993656307822,2087.98096892347,2512.10210323604,1478.98651965412,152.248612317336
111,Posterior intralaminar thalamic nucleus,0,0,0,0,0,0,0
112,Reticular nucleus of the thalamus,3716.05406249104,1997.47079790911,1440.9189221904,4355.78292183364,3141.15432273765,2481.85440842473,166.353967247789
113,Intergeniculate leaflet of the lateral geniculate complex,3148.11441063946,652.942248132629,2261.97850245946,2821.64328657315,4990.34432501366,4920.38622699945,2122.06230643104
114,Intermediate geniculate nucleus,0,0,0,0,0,0,0
115,Ventral part of the lateral geniculate complex,3833.43469230862,1687.59251397035,1762.49870910741,1947.56107356369,4102.2157454475,5203.77743863964,1718.43624137973
116,Subgeniculate nucleus,2315.92454767099,1478.24971127935,49.2749903759785,1379.6997305274,2660.84948030284,1626.07468240729,98.5499807519569
117,Medial habenula,2224.35411933014,1238.74442480855,511.655305899185,3371.53917360936,2423.63039636456,1885.0458638391,1674.99789615417
118,Lateral habenula,5367.74747461202,1638.14174369158,906.644487074583,3394.76543739858,3029.01680909009,4486.85993319297,576.955582683826
119,Pineal body,,,,,,,
120,Supraoptic nucleus,6003.10934531007,1890.48194852306,1459.31939885991,6401.10554499914,696.493349455865,2056.3136983935,663.326999481776
121,Nucleus circularis,,,,,,,
122,Paraventricular hypothalamic nucleus,3206.8953468059,1118.16434686398,1256.81672587512,1364.16050317406,1077.91043037688,541.191543882167,2187.12946246595
123,Arcuate hypothalamic nucleus,100.443084629961,155.230221700849,91.3118951181468,444.384556241648,136.96784267722,721.363971433359,234.36719746991
124,Anterodorsal preoptic nucleus,1848.29307424903,855.691238078253,496.300918085387,667.439165701038,701.666815224168,598.983866654777,513.414742846952
125,Anterior hypothalamic area,,,,,,,
126,Anteroventral preoptic nucleus,2101.33385449747,525.333463624368,1651.04802853373,2026.28621683685,300.190550642496,1744.85757560951,1163.23838373967
127,Anteroventral periventricular nucleus,374.657280474261,203.927380511307,184.957391626534,251.352352723238,42.6824749907386,322.489811041136,199.184883290113
128,Dorsomedial nucleus of the hypothalamus,5636.05976451071,4728.88576131892,4410.40978147499,3580.44207642718,3730.02927908115,5047.36174116285,3609.39443823118
129,Median preoptic nucleus,3504.5138375017,2595.23457155532,2500.51798135257,1041.88249223024,1269.20230871683,1022.93917418969,4925.26269054293
130,Medial preoptic area,4975.60502449196,2858.72253746544,2542.12134439109,4475.87176875696,1573.69416557544,3671.95305300935,2458.31514622435
131,Vascular organ of the lamina terminalis,1664.91173737983,237.844533911404,237.844533911404,237.844533911404,0,1427.06720346842,1070.30040260132
132,Posterodorsal preoptic nucleus,407.211028632029,0,0,135.73700954401,678.685047720048,271.474019088019,542.948038176038
133,Parastrial nucleus,1706.11375942981,622.020641458785,675.336696440966,764.196788077936,1226.26926459018,995.233026334056,568.704586476603
134,Suprachiasmatic preoptic nucleus,,,,,,,
135,"Periventricular hypothalamic nucleus, posterior part",490.143242093324,626.294142674803,592.256417529434,265.494256133884,279.109346192032,462.913061977028,1116.43738476813
136,"Periventricular hypothalamic nucleus, preoptic part",571.063307982365,410.764835566263,180.335781468115,250.46636315016,155.289145153099,90.1678907340577,576.072635245369
137,Subparaventricular zone,3833.93084306698,3167.80386261133,3004.97282294439,1746.7329709726,1539.49346594195,1495.08500057824,2398.05712964035
138,Suprachiasmatic nucleus,1801.9709056781,900.985452839052,900.985452839052,437.621505664682,489.106388684057,1184.15230944561,1441.57672454248
139,Subfornical organ,70.8552449487948,70.8552449487948,0,0,0,0,1842.23636866867
140,Ventromedial preoptic nucleus,0,0,0,0,0,0,0
141,Ventrolateral preoptic nucleus,1833.47504741971,1406.50140623978,452.08973771993,627.902413499902,527.438027339918,577.67022041991,1356.26921315979
142,Anterior hypothalamic nucleus,3476.55171949569,2078.17664124501,2284.96038664252,3411.93179905897,1357.01832917118,1662.02435363251,2114.36379668957
143,Lateral mammillary nucleus,2108.2008463914,0,175.68340386595,1295.66510351138,307.445956765412,417.24808418163,21.9604254832437
144,Medial mammillary nucleus,1058.91071099753,488.064708814824,441.500231295389,532.904576055762,225.923946483187,341.472835142527,548.426068562241
145,Supramammillary nucleus,2691.47403156629,1745.20153141707,2485.19317513237,2082.45436018997,1489.80618535603,1895.81929960691,1411.22300195264
146,Tuberomammillary nucleus,977.09923664122,494.435758300376,565.069438057573,553.29715809804,388.485238664581,353.168398785983,412.029798583647
147,Medial preoptic nucleus,1258.73534318678,591.019103790208,419.578447728926,744.413375002933,315.811734849729,672.227835608709,703.809009093682
148,Dorsal premammillary nucleus,2128.32806283789,822.605324900536,1632.1534224217,1227.37937366112,1122.92155462613,783.433642762415,900.948689176777
149,Ventral premammillary nucleus,638.358506697062,465.089769165002,620.119692220003,155.029923055001,209.746366486177,337.41806782559,145.910515816471
150,"Paraventricular hypothalamic nucleus, descending division",1080.33760550172,693.550067729502,833.593831405651,720.225070334482,573.512556007088,500.156298843391,486.8187975409
151,Ventromedial hypothalamic nucleus,1030.97197606471,320.072999105057,235.843262498463,640.145998210115,306.596241248002,444.733009282817,572.76220892484
152,Posterior hypothalamic nucleus,3810.51372917078,1982.85231413599,4041.37622370149,2286.82126526809,2053.39363190926,2407.38279018968,1813.55315148013
153,Lateral hypothalamic area,9362.08373312116,5312.78930986872,4687.33238164331,9251.55039666753,6196.15735648593,7145.12648896586,2710.31335564345
154,Lateral preoptic area,12295.8590765063,3325.98172408892,3069.14915852221,7942.54709015057,4802.76897609752,5765.89109697269,2019.34604676827
155,Preparasubthalamic nucleus,2366.19718309859,4394.3661971831,1352.11267605634,4056.33802816901,3492.95774647887,6647.88732394366,1239.43661971831
156,Parasubthalamic nucleus,2450.76352457647,962.341698132123,1218.96615096736,1603.90283022021,1822.03361513015,1911.85217362249,192.468339626425
157,Perifornical nucleus,0,0,0,0,0,0,0
158,Retrochiasmatic area,1406.97204899278,625.95899322536,298.622638969897,1332.31638925031,361.792812598144,821.212257167215,964.78083359505
159,Subthalamic nucleus,3254.31223084545,981.599613108273,1733.27499251551,1998.57218524748,1697.90203348458,1423.76160099488,141.491836123715
160,Tuberal nucleus,1820.93104404699,515.357842654809,395.107679368687,1961.79552103931,515.357842654809,1030.71568530962,817.70111034563
161,Zona incerta,3675.74458893844,1629.50592536594,1254.24416353431,2737.08444074502,3204.39154038442,3285.31051867695,522.938897215513
162,Median eminence,0,0,0,0,0,0,0
163,"Superior colliculus, sensory related",4042.26753081089,3348.57331471834,1283.76250607744,6526.72051955716,1824.15886453966,2182.99574916037,1513.2810862167
164,Inferior colliculus,6590.17063611293,2895.12865563048,1532.48810171373,6574.30104200059,3604.54240324719,3511.89828626702,771.176492270163
165,Nucleus of the brachium of the inferior colliculus,3347.8971615396,3671.27359191558,1921.23643929261,5307.17788675879,8883.3407638579,5497.39931639172,342.398573339277
166,Nucleus sagulum,2794.70865565069,246.074975969243,439.419599945076,2531.05689568364,1652.21769579349,1634.64091179568,140.614271982424
167,Parabigeminal nucleus,8113.68735976073,2872.10172026928,2800.29917726255,5780.10471204193,5851.90725504867,3267.01570680631,753.926701570687
168,Midbrain trigeminal nucleus,14058.9512876205,6672.04467887074,1548.86751473785,13820.6639776608,11080.3599131246,10008.0670183061,2025.44213465719
169,Subcommissural organ,0,0,0,0,0,0,0
170,"Substantia nigra, reticular part",6056.94458618227,1516.07306868048,1328.70701091948,4968.26206755792,5379.73262577815,4108.58250841923,404.12286968058
171,Ventral tegmental area,13104.5105453144,5367.66674878697,5573.32447862555,11767.7353013636,12401.1611092664,10587.2599320902,2463.7796034662
172,Paranigral nucleus,0,0,0,0,0,0,0
173,"Midbrain reticular nucleus, retrorubral area",16885.8709845913,10191.6949595195,4901.54087229042,14767.3021676678,19142.3348132672,16334.2909375816,2933.40297727866
174,Midbrain reticular nucleus,5178.49452642409,1608.8526684036,1420.04396945875,4472.45126906711,4746.62175527438,4021.0465635438,418.489779078904
175,"Superior colliculus, motor related",5721.27682617107,1999.88121897286,1447.17213816332,7680.91223828887,3389.03231892014,3943.75369007243,1247.28463078318
176,Periaqueductal gray,2156.05807965974,832.750729976751,693.991606224447,2046.1091129577,1158.28590589847,1158.4818933614,559.34821919361
177,Pretectal region,3952.93076100189,1307.61001881294,1958.3164262791,4425.68888560996,2867.53476705154,3471.31948799293,1043.78619646612
178,Intercollicular nucleus,,,,,,,
179,Cuneiform nucleus,1562.19220788118,749.852259782969,674.209268664511,1868.05299805582,1019.53596724877,1341.84088592742,292.705487371422
180,Red nucleus,4895.11698252979,1574.02308784493,3897.12945243534,3932.68720291377,5016.01333415644,3766.75103401445,421.951972343973
181,Oculomotor nucleus,6787.25325764434,594.503934976146,346.793962069419,3121.14565862477,1733.96981034709,1486.25983744037,198.167978325382
182,Medial accesory oculomotor nucleus,0,0,0,0,0,0,0
183,Edinger-Westphal nucleus,2786.26013122336,2549.13160941712,1244.92473948278,1363.4890003859,0,88.9231956773413,1837.74604399839
184,Trochlear nucleus,7785.20547945199,1052.05479452054,0,6101.91780821913,1262.46575342465,2524.93150684929,0
185,Paratrochlear nucleus,0,0,0,0,0,0,0
186,Ventral tegmental nucleus,2785.44712682769,1740.9044542673,2741.924515471,4569.87419245167,2741.924515471,2828.96973818437,304.658279496778
187,Anterior tegmental nucleus,1275.23397403644,502.364898862841,618.295260138881,1661.66851162324,1623.02505786456,850.155982690961,115.93036127604
188,Lateral terminal nucleus of the accessory optic tract,2368.20465966195,1315.66925536775,438.556418455916,1754.22567382366,1929.64824120603,1841.93695751485,175.422567382366
189,Dorsal terminal nucleus of the accessory optic tract,0,0,0,0,0,0,0
190,Medial terminal nucleus of the accessory optic tract,0,0,0,0,0,0,0
191,"Substantia nigra, lateral part",,,,,,,
192,"Substantia nigra, compact part",6318.91415173482,2643.20591967992,1371.16307083396,6558.45468820581,5608.55256082084,5112.95145088085,792.961775903977
193,Pedunculopontine nucleus,2513.24295133236,1720.89049376945,870.762336175908,2655.6187835507,2115.00330469267,2135.63748327503,503.473957409767
194,Interfascicular nucleus raphe,611.056927262461,1103.84477182896,1517.78656126482,640.624197936451,19.71151378266,502.643601457831,689.902982393101
195,Interpeduncular nucleus,1938.81639504033,379.446640316204,1289.07899723861,1138.33992094861,421.029833775514,457.41512805241,982.402945476199
196,Rostral linear nucleus raphe,489.531020628922,341.188287105006,1186.74186819133,133.508460171524,0,29.6685467047831,608.205207448054
197,Central linear nucleus raphe,1840.44039109358,1861.47399556322,4217.23769616301,1850.9571933284,662.55854079369,1114.78103689097,1472.35231287487
198,Dorsal nucleus raphe,2163.5234928948,576.186413251356,768.248551001808,1660.77260290097,90.382182470801,525.346435611531,344.582070669929
