,area,BL13noshock,BL1noshock,BL20noshock,BL19noshock,BL15noshock,BL11noshock,BL7noshock
34,Nucleus of the lateral olfactory tract,2009.08249195363,1145.62849962525,434.548741237162,1286.71575327367,152.374233940304,180.591684669989,231.383095983424
35,Cortical amygdalar area,511.303724071973,294.386992647499,227.246099587543,408.010042441271,35.0050809970711,63.6977703389326,177.320820132704
36,Piriform-amygdalar area,174.191931049028,389.639845767562,215.447914718534,288.791885686546,6.11199758066764,39.7279842743396,131.407947984354
37,Postpiriform transition area,1364.82823477347,349.172982242628,358.466559716767,270.84140067489,58.4167726945842,183.216241633014,212.424627980306
38,Ammon's horn,1983.70393401472,289.264393438361,511.637098537887,1213.04423054797,248.229996390168,612.030842548946,1184.82605613948
39,Dentate gyrus,2514.41469743666,665.896117062719,1081.76335690842,1510.34392949397,253.984136291635,814.783369371609,1144.764983597
40,Fasciola cinerea,351.763397238778,603.022966695047,1633.18720146575,1633.18720146575,0,0,603.022966695047
41,Induseum griseum,38.1419064331407,88.9977816773283,228.851438598844,139.853656921516,25.4279376220938,0,12.7139688110469
42,Entorhinal area,2107.6154564747,486.669091499044,438.605075924294,659.666053480639,135.31611353449,393.053116912683,418.341152981629
43,Parasubiculum,2410.69711888601,680.513881201387,244.239228595566,807.294549480001,259.154601334227,962.041541643604,1331.19701692545
44,Postsubiculum,3618.58490992007,702.217004560436,419.596333589199,613.789678060233,84.9595882060774,362.378651736126,1080.20047862013
45,Presubiculum,5710.55655980546,1829.59579100563,1266.30205656269,1616.69737168861,563.293734442946,1053.40363724567,1594.52045300976
46,Subiculum,6545.96595507554,925.554921654215,1029.99827519868,1981.02718552228,382.958962996377,787.146249883906,920.460123920338
47,Prosubiculum,0,0,0,0,0,0,0
48,Hippocampo-amygdalar transition area,0,0,0,0,0,0,0
49,Area prostriata,0,0,0,0,0,0,0
50,Claustrum,706.742761198246,533.156819851308,164.286694489066,1742.05891137462,499.059581372446,740.839999677109,1441.38326297011
51,Endopiriform nucleus,1229.9135653563,567.461382501595,294.285224623366,867.955156167648,271.313593165424,639.480551396765,1049.86564311838
52,Lateral amygdalar nucleus,468.881969031269,149.468924625688,378.791110352772,585.590581410231,567.162905771447,526.212515463039,814.912767137314
53,Basolateral amygdalar nucleus,1810.35558961295,217.28164503966,434.56329007932,676.203863935085,174.409930323314,347.845503493985,1019.17758166585
54,Basomedial amygdalar nucleus,645.528660687391,307.216915587256,298.510363323649,462.691063151656,92.0406953581251,217.663806590161,388.063472320744
55,Posterior amygdalar nucleus,403.359392017814,219.338286903696,189.597502238788,237.926277319264,11.1527942493405,157.997918532324,273.243459108842
56,Caudoputamen,1716.54089035425,1638.98498175376,949.424788618938,1503.52365006523,571.731996735037,1255.91258927329,3037.83057021081
57,Nucleus accumbens,891.349909337711,1228.94330495161,458.593069296939,1505.39095799258,225.205798349576,598.539311101169,956.801690119998
58,Fundus of striatum,2015.13253909929,1824.35076024966,767.10173579125,1339.44707234016,310.020390630661,886.340347572273,969.80737581899
59,Olfactory tubercle,1221.7034962133,566.095299573876,367.39634125255,741.678289971681,90.0047261703035,190.337863540478,146.565073217216
60,Lateral strip of striatum,,,,,,,
61,Lateral septal nucleus,933.724355247479,613.026426100393,443.426559724529,1385.78508998751,256.558343317669,342.283366685833,1161.29653958455
62,Septofimbrial nucleus,715.77995450707,409.270221512706,115.162616442969,301.194535312381,51.3802442591709,118.706081564291,336.629186525602
63,Septohippocampal nucleus,644.295302013433,515.436241610746,300.671140939602,0,0,0,171.812080536915
64,Anterior amygdalar area,6135.91191957873,2510.98133078027,533.078027764479,1536.73528003829,220.58401148875,838.21924365725,702.192436572521
65,Bed nucleus of the accessory olfactory tract,3709.52698201195,3005.99600266486,319.786808794134,4029.31379080609,1087.27514990006,959.360426382402,1023.31778814123
66,Central amygdalar nucleus,2230.6128376416,429.181204204459,326.121243984309,834.362143700116,252.708669580915,511.064460269783,1325.66168009206
67,Intercalated amygdalar nucleus,1662.21969912008,445.075219982972,363.326710190181,908.316775475452,326.994039171163,435.992052228217,1126.31280158956
68,Medial amygdalar nucleus,1021.91998045383,508.660440315903,479.226201454946,1072.5100784961,300.781128360398,361.489246011121,760.691110562842
69,"Globus pallidus, external segment",1912.30371305638,2773.72298564547,263.603711830541,2473.63840298124,667.246895571057,1555.73262071417,3686.9215587727
70,"Globus pallidus, internal segment",2091.11662973151,3549.33906477946,363.486530730426,3579.27324966314,1971.37989019678,607.236321926124,2304.93223604353
71,Substantia innominata,2959.00977525536,2209.47423706758,471.996676256399,1667.03928131884,340.150665924573,776.025147569513,940.983169628509
72,Magnocellular nucleus,9108.8688263409,3840.67976633031,917.68454593733,1582.88445489719,111.675897124649,1053.63781200212,543.813064259158
73,Medial septal complex,1549.17647814456,5422.88840807221,801.563948890719,659.748788702361,47.7855431069467,123.317530598572,299.045011701538
74,Triangular nucleus of septum,352.153206883681,599.874773105305,344.867278465398,344.867278465398,14.5718568365661,41.286927703604,140.861282753472
75,Bed nuclei of the stria terminalis,2172.21262352797,1390.77127717254,1079.86033297429,2369.30795422507,344.222831076636,907.748917435969,1461.55903678911
76,Bed nucleus of the anterior commissure,3010.28907398334,1505.14453699167,1128.85840274375,1693.28760411563,752.572268495835,0,564.429201371877
77,Ventral anterior-lateral complex of the thalamus,9036.29455232057,304.342758572461,58.1831744329705,281.96461455978,4032.54155108511,6162.94086109233,299.867129769925
78,Ventral medial nucleus of the thalamus,5023.12636261023,336.458424603522,138.541704248509,969.791929739564,1104.37529958097,1967.29220032883,364.166765453224
79,Ventral posterior complex of the thalamus,6144.13410747807,364.101802942332,97.2279215960187,402.99297158074,3437.17466276684,11080.6303749945,470.717248002794
80,Posterior triangular thalamic nucleus,0,0,0,0,0,0,0
81,Subparafascicular nucleus,1050.98918150079,2308.86599715528,1009.61165467005,4725.31356407049,686.866945390281,1646.82556786345,2706.09025473039
82,Subparafascicular area,33.4588038477622,301.129234629859,86.9928900041816,26.7670430782097,6.69176076955243,26.7670430782097,120.451693851944
83,Peripeduncular nucleus,1019.12215039129,2717.65906771011,1045.25348758081,3240.28581150051,1907.58761483498,1698.53691731882,4442.32732221844
84,Medial geniculate complex,6511.91128983125,886.451796340302,551.107861654381,1258.18964641849,171.571315420704,1211.39746948557,662.889173216355
85,Dorsal part of the lateral geniculate complex,16678.7287748194,920.942619964096,498.631915781665,633.466056273646,615.657773567158,1963.99917848697,1022.70423542974
86,Lateral posterior nucleus of the thalamus,8283.30799108165,1021.04326040543,1122.39125810493,1432.48587793176,331.271813375983,1335.67585027851,2108.64341482247
87,Posterior complex of the thalamus,6462.71522263352,160.720045463622,148.92407882409,414.333328213557,569.155390357412,2506.64291090052,321.440090927243
88,Posterior limiting nucleus of the thalamus,1528.29613986641,296.302312831244,85.77172213536,1154.01953418484,132.556297845556,335.289459256407,374.276605681571
89,Suprageniculate nucleus,2939.16125221501,85.0561134081515,28.3520378027172,56.7040756054343,0,28.3520378027172,0
90,Ethmoid nucleus of the thalamus,0,0,0,0,0,0,0
91,Retroethmoid nucleus,,,,,,,
92,Anteroventral nucleus of thalamus,14477.5426621161,1598.90784982935,502.389078498294,393.174061433448,253.378839590444,1127.09897610922,279.590443686007
93,Anteromedial nucleus,1757.79530127078,505.422058635109,254.947410107975,594.877290251942,214.6925558804,845.351938779076,518.840343377634
94,Anterodorsal nucleus,26649.4686369627,1927.37571152175,1765.86378038864,1905.84078737067,32.3023862266215,1625.88677340661,2207.3297254858
95,Interanteromedial nucleus of the thalamus,155.386949924129,1476.17602427923,135.963581183613,0,58.2701062215485,0,77.6934749620647
96,Interanterodorsal nucleus of the thalamus,915.442799540867,870.235747711689,508.57933307826,2090.82614709951,67.810577743768,169.52644435942,440.768755334492
97,Lateral dorsal nucleus of thalamus,8031.10092135056,816.598550332512,812.953021089956,1447.27510929468,195.035814476738,1051.73518647737,1234.01164860516
98,Intermediodorsal nucleus of the thalamus,80.8644493873354,252.701404335423,136.458758341129,0,25.2701404335423,0,10.1080561734169
99,Mediodorsal nucleus of thalamus,2282.75128836392,478.794536418577,242.788164359562,514.059856381418,166.832090593442,352.653199628413,223.799145918032
100,Submedial nucleus of the thalamus,1904.48859914532,197.635609345269,89.8343678842131,305.436850806325,245.547272216849,113.790199320003,143.734988614741
101,Perireunensis nucleus,410.337167121285,32.3950395095751,10.7983465031917,43.1933860127668,10.7983465031917,32.3950395095751,10.7983465031917
102,Paraventricular nucleus of the thalamus,912.493780020923,2407.96969727744,735.064433905744,155.981842738619,81.8904674377751,70.1918292323787,308.064139408773
103,Parataenial nucleus,2791.66490553278,2726.74246586923,2442.70679234118,1192.94982881779,267.805063612156,527.494822266368,949.490680079463
104,Nucleus of reuniens,730.83425131154,364.370085181112,108.89220936447,64.9165094288187,58.6342665808685,23.0348904424841,41.8816189863347
105,Xiphoid thalamic nucleus,0,0,0,0,0,0,0
106,Rhomboid nucleus,283.94237191108,403.014979486695,36.6377254078813,0,9.15943135197034,0,45.7971567598517
107,Central medial nucleus of the thalamus,88.6312018760271,545.968203556327,145.355171076684,28.3619846003287,46.0882249755341,3.54524807504109,38.9977288254519
108,Paracentral nucleus,1321.85886402754,443.211501468057,233.269211298978,1127.46785461172,1609.55755796294,2076.0959805609,171.064088285917
109,Central lateral nucleus of the thalamus,1825.98517362466,280.920795942255,430.745220444791,393.289114319157,84.2762387826764,552.477565353101,383.925087787748
110,Parafascicular nucleus,1362.98757693615,376.996563833403,134.123777517653,808.367632065855,123.248876637843,808.367632065855,507.49537439112
111,Posterior intralaminar thalamic nucleus,0,0,0,0,0,0,0
112,Reticular nucleus of the thalamus,3175.40366893573,1037.26591342739,187.148213153762,941.857020447038,604.256322208879,1537.5510061064,730.244988580366
113,Intergeniculate leaflet of the lateral geniculate complex,4407.36017489525,1072.69083621789,769.539078156313,3521.22426671525,886.135908179996,1165.96830023684,349.790490071051
114,Intermediate geniculate nucleus,0,0,0,0,0,0,0
115,Ventral part of the lateral geniculate complex,2727.46675234372,894.468094872012,1022.2492512823,3582.27862626082,1167.65539478366,2670.18554429773,1546.59261724175
116,Subgeniculate nucleus,788.399846015655,936.224817143591,443.474913383806,886.949826767612,1133.3247786475,1527.52470165533,344.924932631849
117,Medial habenula,1696.54127745519,3059.1601447446,2935.28570226374,1707.3129681057,32.3150719515274,48.4726079272912,678.616510982076
118,Lateral habenula,2328.42788725973,875.73615228795,808.768093583577,1071.48893926996,72.1194478354782,113.330560884323,1406.32923279183
119,Pineal body,,,,,,,
120,Supraoptic nucleus,1658.31749870444,6467.43824494731,994.990499222664,2255.31179823804,132.665399896355,397.996199689065,630.160649507687
121,Nucleus circularis,,,,,,,
122,Paraventricular hypothalamic nucleus,1256.81672587512,2866.97338535925,1171.83623551345,125.234406848766,147.597693786046,228.105526760252,854.277561004082
123,Arcuate hypothalamic nucleus,636.139535989756,136.96784267722,70.0057862572458,0,24.3498386981725,51.7434072336165,264.804495842626
124,Anterodorsal preoptic nucleus,462.073268562257,633.211516177907,290.935020946606,119.796773330955,17.1138247615651,34.2276495231301,513.414742846952
125,Anterior hypothalamic area,,,,,,,
126,Anteroventral preoptic nucleus,1050.66692724874,2889.33404993402,375.23818830312,1106.9526554942,0,487.809644794056,262.666731812184
127,Anteroventral periventricular nucleus,147.017413856988,626.009633197499,56.9099666543181,9.48499444238635,4.74249722119318,151.759911078182,42.6824749907386
128,Dorsomedial nucleus of the hypothalamus,2123.17319895951,2441.64917880344,1341.45943025169,1925.33205996556,255.745862601942,1201.52301486573,998.856482237772
129,Median preoptic nucleus,1117.65576439244,7785.70371466595,2386.85807310927,0,94.7165902027487,18.9433180405497,909.279265946388
130,Medial preoptic area,3662.64125321305,4246.18070711479,928.076046365001,1399.87390271109,136.573063679131,605.266986759783,654.92991900674
131,Vascular organ of the lamina terminalis,713.533601734212,2140.60080520264,594.61133477851,0,0,0,1189.22266955702
132,Posterodorsal preoptic nucleus,950.159066808067,0,271.474019088019,135.73700954401,0,0,0
133,Parastrial nucleus,941.916971351874,462.07247651224,319.896329893089,550.932568149209,53.3160549821816,159.948164946545,195.492201601332
134,Suprachiasmatic preoptic nucleus,,,,,,,
135,"Periventricular hypothalamic nucleus, posterior part",408.452701744437,367.607431569993,224.64898595944,6.80754502907395,20.4226350872218,279.109346192032,285.916891221106
136,"Periventricular hypothalamic nucleus, preoptic part",290.540981254186,1537.86346974198,320.596944832205,0,5.00932726300321,25.046636315016,160.298472416103
137,Subparaventricular zone,3730.31109055165,4692.49450676537,577.310049728232,44.4084653637102,162.831039666937,281.253613970164,532.901584364522
138,Suprachiasmatic nucleus,5174.23074344713,1904.94067171685,592.076154722806,0,25.7424415096872,128.712207548436,1003.9552188778
139,Subfornical organ,177.138112371987,318.848602269577,4959.86714641564,0,0,70.8552449487948,0
140,Ventromedial preoptic nucleus,0,0,0,0,0,0,0
141,Ventrolateral preoptic nucleus,477.205834259926,1029.75995813984,426.973641179933,828.831185819871,0,1607.43017855975,50.2321930799922
142,Anterior hypothalamic nucleus,3114.68016505004,2530.51608430207,677.216766176856,1015.82514926528,118.90065360357,480.772208049218,305.006024461332
143,Lateral mammillary nucleus,1712.91318769301,1625.07148576003,131.762552899462,43.9208509664874,0,746.654466430286,241.564680315681
144,Medial mammillary nucleus,772.625404766931,1688.39346264916,262.140762331637,105.201226988354,3.44922055699523,81.0566830893878,131.070381165819
145,Supramammillary nucleus,1502.90338258993,1899.09359891538,563.179481057666,261.943944677984,72.0345847864456,242.298148827135,569.728079674615
146,Tuberomammillary nucleus,412.029798583647,894.69327692449,211.90103927159,129.49507955486,35.3168398785983,258.990159109721,176.584199392991
147,Medial preoptic nucleus,681.251028032987,1809.15008106773,419.578447728926,230.091406819088,9.02319242427798,302.276946213312,157.905867424865
148,Dorsal premammillary nucleus,953.177598694271,757.319188003668,391.716821381207,391.716821381207,0,378.659594001834,52.2289095174943
149,Ventral premammillary nucleus,127.671701339412,264.462809917354,63.8358506697062,227.985180963236,0,63.8358506697062,18.2388144770589
150,"Paraventricular hypothalamic nucleus, descending division",673.543815775766,746.900072939463,406.793789725958,380.118787120977,113.368761071169,133.375013024904,206.731270188601
151,Ventromedial hypothalamic nucleus,717.637355888181,619.930861424532,128.029199642023,168.459473213188,23.5843262498463,181.936231070243,80.8605471423303
152,Posterior hypothalamic nucleus,969.622477028983,3355.20158717966,1218.44094335653,648.980123514108,126.974371991891,529.701168006574,683.609497693714
153,Lateral hypothalamic area,4148.14537455243,5739.64569048232,1490.85207460626,4708.00121691512,716.22007441904,1660.69598183988,1776.62118836442
154,Lateral preoptic area,4439.99297723454,5576.47707986724,1399.73748233858,4163.89796925032,166.941167618363,931.018050179331,712.710369447626
155,Preparasubthalamic nucleus,338.028169014085,1802.81690140845,788.732394366197,3605.6338028169,338.028169014085,788.732394366197,901.408450704225
156,Parasubthalamic nucleus,615.898686804559,1347.27837738497,282.286898118756,834.029471714507,205.299562268186,859.69191699803,590.236241521036
157,Perifornical nucleus,0,0,0,0,0,0,0
158,Retrochiasmatic area,1274.88895867917,1986.98909776123,470.904930683298,424.962986226391,11.4854861142268,91.8838889138143,183.767777827629
159,Subthalamic nucleus,1627.15611542272,1149.62116850518,176.864795154644,1052.34553117013,380.259309582484,3095.13391520627,645.55650231445
160,Tuberal nucleus,446.643463634168,1710.98803761397,419.157712025911,1010.10137160343,72.1500979716732,298.907548739789,357.314770907334
161,Zona incerta,1565.78222996057,719.167419574912,233.653549819697,1529.36868972893,442.019918922977,1192.54344258625,510.801050471632
162,Median eminence,0,0,0,0,0,0,0
163,"Superior colliculus, sensory related",2588.93532746638,1138.17236195925,1013.99253315256,1219.53156014295,46.2462810728364,506.996266576281,817.874044899237
164,Inferior colliculus,3143.89526604021,1582.24142379568,711.558287361624,1488.31058296856,196.010932684908,486.810522094903,1416.68295548851
165,Nucleus of the brachium of the inferior colliculus,3500.07430524594,3404.96359042947,152.177143706345,2510.9228711547,418.487145192449,894.040719274778,1978.30286818249
166,Nucleus sagulum,632.76422392091,2197.09799972538,87.8839199890153,632.76422392091,35.1535679956061,492.149951938486,790.955279901137
167,Parabigeminal nucleus,1795.0635751683,8041.884816754,897.531787584151,3123.41062079285,323.111443530294,1938.66866118177,5097.98055347798
168,Midbrain trigeminal nucleus,4884.88985417322,3216.87868445554,4289.17157927405,9769.77970834645,476.574619919339,8935.7741234876,4408.31523425388
169,Subcommissural organ,0,0,0,0,0,0,0
170,"Substantia nigra, reticular part",4746.60679661191,3883.25339320339,570.670476579244,1616.49147872232,619.655066843556,1491.58077354832,1776.91601183795
171,Ventral tegmental area,5659.70072515775,9028.37433991371,3047.84755620777,4450.4332737069,892.554547499442,2031.89837080518,3574.33134459454
172,Paranigral nucleus,0,0,0,0,0,0,0
173,"Midbrain reticular nucleus, retrorubral area",12560.9819796291,10417.341342387,3159.04936014625,11833.8991903891,3058.76207887177,5528.33638025594,10279.4463306346
174,Midbrain reticular nucleus,2058.81056397331,1884.46996456447,692.660265286172,2458.49181365541,301.298172837275,1006.61802521745,1870.36356751686
175,"Superior colliculus, motor related",4723.85157961308,1644.37659175314,647.62210864273,1068.19079027814,108.999060232464,519.170908430319,836.106637413944
176,Periaqueductal gray,1113.60076435112,915.261451869011,353.953358046131,643.622828252212,39.5894675112506,148.75448436158,288.689532891446
177,Pretectal region,4651.44416983291,1304.95407429267,1135.85893983548,1362.49953889852,162.897930576562,455.937142646355,748.976354716148
178,Intercollicular nucleus,,,,,,,
179,Cuneiform nucleus,973.492407437538,1016.24714154797,167.730110740927,634.743360254881,75.6429911184574,302.571964473829,792.606993893401
180,Red nucleus,8619.19871597014,1500.53707018952,1310.89573430459,2652.60818569048,1339.34193468733,3088.78325822582,2624.16198530774
181,Oculomotor nucleus,743.129918720183,1833.05379950978,297.251967488073,594.503934976146,0,99.083989162691,544.961940394801
182,Medial accesory oculomotor nucleus,0,0,0,0,0,0,0
183,Edinger-Westphal nucleus,385.333847935146,2371.28521806244,0,0,59.2821304515609,0,118.564260903122
184,Trochlear nucleus,210.410958904108,1893.69863013697,0,1683.28767123286,0,420.821917808216,631.232876712324
185,Paratrochlear nucleus,0,0,0,0,0,0,0
186,Ventral tegmental nucleus,6049.64297857888,2567.83407004427,1088.06528391707,304.658279496778,87.0452227133652,43.5226113566826,2698.40190411432
187,Anterior tegmental nucleus,1700.31196538192,1623.02505786456,541.008352621521,270.50417631076,0,77.2869075173601,888.799436449641
188,Lateral terminal nucleus of the accessory optic tract,1052.5354042942,964.824120603015,438.556418455916,2017.35952489721,964.824120603015,263.133851073549,2105.0708085884
189,Dorsal terminal nucleus of the accessory optic tract,0,0,0,0,0,0,0
190,Medial terminal nucleus of the accessory optic tract,0,0,0,0,0,0,0
191,"Substantia nigra, lateral part",,,,,,,
192,"Substantia nigra, compact part",3725.26834304889,3741.78838004689,1239.00277484996,2626.68588268192,743.401664909979,1528.10342231496,2924.04654864592
193,Pedunculopontine nucleus,2775.29701932843,1526.92921509519,519.981300275661,1256.62147566618,262.054067996067,951.235632647141,1578.51466155111
194,Interfascicular nucleus raphe,1291.10415276423,1892.30532313536,256.24967917458,0,88.7018120219701,29.56727067399,295.6727067399
195,Interpeduncular nucleus,1556.77080513292,3116.14055985704,784.882776544476,0,96.1611348746544,25.9894959120687,421.029833775514
196,Rostral linear nucleus raphe,163.177006876307,1186.74186819133,0,0,0,0,44.5028200571747
197,Central linear nucleus raphe,2460.93172294799,4332.92252074604,1314.60027935256,0,304.987264809794,189.302440226769,1188.39865253471
198,Dorsal nucleus raphe,214.657683368152,1050.69287122306,33.8933184265504,0,11.2977728088501,0,203.359910559302
